Order ID,Order Date,CustomerName,State,City
B-26369,08-04-2020,Noah,Idaho,Boise
B-26370,09-04-2020,Ava,Montana,Billings
B-26371,10-04-2020,James,Wyoming,Cheyenne
B-26372,11-04-2020,Isabella,New Mexico,Albuquerque
B-26373,12-04-2020,Lucas,Utah,Salt Lake City
B-26374,13-04-2020,Mia,Illinois,Chicago
B-26375,14-04-2020,Alexander,Texas,Houston
B-26376,15-04-2020,Evelyn,Florida,Miami
B-26377,16-04-2020,Olivia,California,Los Angeles
B-26378,17-04-2020,William,Pennsylvania,Philadelphia
B-26379,18-04-2020,Sophia,Washington,Seattle
B-26380,19-04-2020,Liam,New York,New York City
B-26381,20-04-2020,Emma,Georgia,Atlanta
B-26382,21-04-2020,Noah,Colorado,Denver
B-26383,22-04-2020,Ava,Arizona,Phoenix
B-26384,23-04-2020,James,Oregon,Portland
B-26385,24-04-2020,Isabella,Nevada,Las Vegas
B-26386,25-04-2020,Lucas,Utah,Salt Lake City
B-26387,26-04-2020,Mia,Massachusetts,Boston
B-26388,27-04-2020,Alexander,Maryland,Baltimore
B-26389,28-04-2020,Evelyn,Virginia,Richmond
B-26390,29-04-2020,Olivia,New Jersey,Newark
B-26391,30-04-2020,William,Connecticut,Hartford
B-26392,01-05-2020,Sophia,Vermont,Burlington
B-26393,02-05-2020,Liam,New Hampshire,Manchester
B-26394,03-05-2020,Emma,Maine,Portland
B-26395,04-05-2020,Noah,Florida,Orlando
B-26396,05-05-2020,Ava,Georgia,Savannah
B-26397,06-05-2020,James,Tennessee,Nashville
B-26398,07-05-2020,Isabella,Kentucky,Louisville
B-26399,08-05-2020,Lucas,Ohio,Columbus
B-26400,09-05-2020,Mia,Indiana,Indianapolis
B-26401,10-05-2020,Alexander,Michigan,Detroit
B-26402,11-05-2020,Evelyn,Wisconsin,Milwaukee
B-26403,12-05-2020,Olivia,Minnesota,Minneapolis
B-26404,13-05-2020,William,Iowa,Des Moines
B-26405,14-05-2020,Sophia,Missouri,Kansas City
B-26406,15-05-2020,Liam,Oklahoma,Oklahoma City
B-26407,16-05-2020,Emma,Texas,Austin
B-26408,17-05-2020,Noah,Louisiana,New Orleans
B-26409,18-05-2020,Ava,Arkansas,Little Rock
B-26410,19-05-2020,James,Mississippi,Jackson
B-26411,20-05-2020,Isabella,Alabama,Birmingham
B-26412,21-05-2020,Lucas,Kentucky,Lexington
B-26413,22-05-2020,Mia,South Carolina,Columbia
B-26414,23-05-2020,Alexander,North Carolina,Charlotte
B-26415,24-05-2020,Evelyn,West Virginia,Charleston
B-26416,25-05-2020,Olivia,Delaware,Wilmington
B-26417,26-05-2020,William,District of Columbia,Washington D.C.
B-26418,27-05-2020,Sophia,Rhode Island,Providence
B-26419,28-05-2020,Liam,Hawaii,Honolulu
B-26420,29-05-2020,Emma,Alaska,Anchorage
B-26421,30-05-2020,Noah,Idaho,Boise
B-26422,31-05-2020,Ava,Montana,Billings
B-26423,01-06-2020,James,Wyoming,Cheyenne
B-26424,02-06-2020,Isabella,New Mexico,Albuquerque
B-26425,03-06-2020,Lucas,Utah,Salt Lake City
B-26426,04-06-2020,Mia,Illinois,Chicago
B-26427,05-06-2020,Alexander,Texas,Houston
B-26428,06-06-2020,Evelyn,Florida,Miami
B-26429,07-06-2020,Olivia,California,Los Angeles
B-26430,08-06-2020,William,Pennsylvania,Philadelphia
B-26431,09-06-2020,Sophia,Washington,Seattle
B-26432,10-06-2020,Liam,New York,New York City
B-26433,11-06-2020,Emma,Georgia,Atlanta
B-26434,12-06-2020,Noah,Colorado,Denver
B-26435,13-06-2020,Ava,Arizona,Phoenix
B-26436,14-06-2020,James,Oregon,Portland
B-26437,15-06-2020,Isabella,Nevada,Las Vegas
B-26438,16-06-2020,Lucas,Utah,Salt Lake City
B-26439,17-06-2020,Mia,Massachusetts,Boston
B-26440,18-06-2020,Alexander,Maryland,Baltimore
B-26441,19-06-2020,Evelyn,Virginia,Richmond
B-26442,20-06-2020,Olivia,New Jersey,Newark
B-26443,21-06-2020,William,Connecticut,Hartford
B-26444,22-06-2020,Sophia,Vermont,Burlington
B-26445,23-06-2020,Liam,New Hampshire,Manchester
B-26446,24-06-2020,Emma,Maine,Portland
B-26447,25-06-2020,Noah,Florida,Orlando
B-26448,26-06-2020,Ava,Georgia,Savannah
B-26449,27-06-2020,James,Tennessee,Nashville
B-26450,28-06-2020,Isabella,Kentucky,Louisville
B-26451,29-06-2020,Lucas,Ohio,Columbus
B-26452,30-06-2020,Mia,Indiana,Indianapolis
B-26453,01-07-2020,Alexander,Michigan,Detroit
B-26454,02-07-2020,Evelyn,Wisconsin,Milwaukee
B-26455,03-07-2020,Olivia,Minnesota,Minneapolis
B-26456,04-07-2020,William,Iowa,Des Moines
B-26457,05-07-2020,Sophia,Missouri,Kansas City
B-26458,06-07-2020,Liam,Oklahoma,Oklahoma City
B-26459,07-07-2020,Emma,Texas,Austin
B-26460,08-07-2020,Noah,Louisiana,New Orleans
B-26461,09-07-2020,Ava,Arkansas,Little Rock
B-26462,10-07-2020,James,Mississippi,Jackson
B-26463,11-07-2020,Isabella,Alabama,Birmingham
